1,"University of New Mexico Press","Albuquerque","NM","US"
234,"Monacelli Press","New York","NY","US"
235,"Monthly Review Press","New York","NY","US"
236,"Morrow","New York","NY","US"
237,"Nan A. Talese/Doubleday","New York","NY","US"
238,"New Press","New York","NY","US"
239,"New York Review Books","New York","NY","US"
240,"New York University Press","New York","NY","US"
241,"Michael Joseph","London",,"GB"
242,"Norton","New York","NY","US"
243,"Oxford University Press","New York","NY","US"
244,"Palgrave","New York","NY","US"
245,"Palgrave Macmillan","New York","NY","US"
246,"Pantheon Books","New York","NY","US"
247,"Penguin Press","New York","NY","US"
248,"Penguin Putnam","New York","NY","US"
249,"Perennial Library, Harper & Row","New York","NY","US"
250,"Peter Bedrick Books","New York","NY","US"
251,"Plenum Press","New York","NY","US"
252,"Poseidon Press","New York","NY","US"
253,"Presidio Press","New York","NY","US"
254,"Princeton Architectural Press","New York","NY","US"
255,"Public Affairs","New York","NY","US"
256,"Random House","New York","NY","US"
257,"ReganBooks","New York","NY","US"
258,"Routledge","New York","NY","US"
259,"Schocken Books","New York","NY","US"
260,"Scribner","New York","NY","US"
261,"Simon & Schuster","New York","NY","US"
262,"St. Martin's Press","New York","NY","US"
263,"Summit Books","New York","NY","US"
264,"Thomas Dunne Books, St. Martin's Press","New York","NY","US"
265,"Thunder's Mouth Press/Nation Books","New York","NY","US"
266,"Time Warner Trade Pub.","New York","NY","US"
267,"Crown Publishers","New York","NY","US"
268,"Times Books/Henry Holt","New York","NY","US"
269,"Touchstone","New York","NY","US"
270,"Viking","New York","NY","US"
271,"Viking Compass","New York","NY","US"
272,"Viking Penguin","New York","NY","US"
273,"Vintage Books","New York","NY","US"
274,"W. Morrow","New York","NY","US"
275,"W.W. Norton","New York","NY","US"
276,"W.W. Norton & Co./New Press","New York","NY","US"
277,"Walker & Company","New York","NY","US"
278,"Warner Books","New York","NY","US"
279,"Weidenfeld & Nicolson","New York","NY","US"
280,"Wiley","New York","NY","US"
281,"William Morrow","New York","NY","US"
282,"Seaboard Air Line Railway","Norfolk","VA","US"
283,"Union Station Pub.","North Augusta","SC","US"
284,"Edward Elgar","Northampton","MA","US"
285,"Canterbury Press","Norwich",,"GB"
286,"University of Notre Dame Press","Notre Dame","IN","US"
287,"Presidio Press","Novato","CA","US"
288,"Isensee","Oldenburg",,"DE"
289,"Harcourt","Orlando","FL","US"
290,"MBI Pub. Co.","Osceola","WI","US"
291,"B. Blackwell","Oxford",,"GB"
292,"Oxford University Press","London",,"GB"
293,"Arthaud","Paris",,"FR"
294,"Editions de Fallois","Paris",,"FR"
295,"Éditions de Provence","Paris",,"FR"
296,"Fayard","Paris",,"FR"
297,"Gallimard","Paris",,"FR"
298,"J. C. Lattès","Paris",,"FR"
299,"Julliard","Paris",,"FR"
300,"Livre de poche","Paris",,"FR"
301,"Perrin","Paris",,"FR"
302,"Fortress Press","Philadelphia","PA","US"
303,"University of Pennsylvania Press","Philadelphia","PA","US"
304,"Running Press","Philadelphia","PA","US"
305,"Heinemann","Portsmouth","NH","US"
306,"Princeton University Press","Princeton","NJ","US"
307,"Berg Publishers","Providence","RI","US"
308,"Garnet Pub.","Reading",,"GB"
309,"Rowohlt","Reinbek bei Hamburg",,"DE"
310,"NDE Pub.","Richmond Hill, Ont.",,"CA"
311,"Boydell Press","Rochester","NY","US"
312,"Chronicle Books","San Francisco","CA","US"
313,"HarperSanFrancisco","San Francisco","CA","US"
314,"North Point","San Francisco","CA","US"
315,"Seven Locks Press","Santa Ana","CA","US"
316,"Novalis Verlag","Schaffhausen",,"DE"
317,"Stanford University Press","Stanford","CA","US"
318,"Spellmount","Staplehurst",,"GB"
319,"Sutton Publishing, Ltd.","Stroud, Gloucestershire",,"GB"
320,"Deutsche Verlags-Anstalt","Stuttgart",,"DE"
321,"University of Alabama Press","Tuscaloosa","AL","US"
322,"Pennsylvania State University Press","University Park","PA","US"
323,"Prentice Hall","Upper Saddle River","NJ","US"
324,"R. Herschy in association with the Self Publishing Association","Upton upon Severn, Worchestershire",,"GB"
325,"University of Illinois Press","Urbana","IL","US"
326,"Smithsonian Institution Press","Washington","DC","US"
327,"US G.P.O.","Washington","DC","US"
328,"Landpresse","Weilerswist",,"DE"
329,"Greenwood Press","Westport","CT","US"
330,"Praeger","Westport","CT","US"
331,"Naval War College","Newport","RI","US"
332,"Molden","Wien",,"AT"
333,"Overlook Press","Woodstock","NY","US"
334,"Arena","Würzburg",,"DE"
335,"Atheneum","New York","NY","US"
336,"Turner","Paducah","KY","US"
337,"Berkley Trade","New York","NY","US"
338,"National Geographic","Washington","DC","US"
339,"Military Book Club","Garden City","NY","US"
340,"Continuum International Publishing","New York","NY","US"
341,"Miramax-Weinstein","New York","NY","US"
342,"Firefly Books","Buffalo","NY","US"
343,"Hellgate Press","Central Point","OR","US"
344,"Kodansha America","New York","NY","US"
345,"Pfälzische Verlagsanstalt Landau","Landau",,"DE"
346,"Pen & Sword Military","Barnsley",,"GB"
347,"Delacorte Press","New York","NY","US"
348,"Hackett Publishing","Indianapolis","IN","US"
349,"Dumont","Köln",,"DE"
350,"Heyne","München",,"DE"
351,"Smithsonian Books","London",,"GB"
352,"Aberjona Press","Bedford","PA","US"
